start,transcript
0:13:45,And the umpire Lance Barksdale I think it's worth pointing out runner at first two down Tim Anderson ninth place hitter for Team USA takes a breaking ball high that's the slower curve ball there there's some umpires who if you make that was a strike and Lance Barksdale.
0:14:0,called it strike three. Real Muto the runner at first Anderson on the ground up the middle of his head. Muto will stop at second.
0:14:15,And now Team USA has a chance to make this much more than just a one run inning doesn't look like it with the Dickey Curry Ama.
0:14:30,Obviously that goes without saying go in the bullpen. That's something we probably won't see from Team USA Japan a little more free to use their bullpen.
0:14:45,liberally to walk to Al Buki Betts swings at that pitch and hits a fly ball to left field. Yoshida will make the catch short of the warning tracks and went over there and did really transform his career.
0:15:0,pitch with Murakami crushes one into the second deck tie game.
0:15:15,David takes one swing. That happened last night. The drive to left center to win it. Sees another fastball tonight. 
0:15:30,"Murakami is no surprise to big games and big swings, the two-time MVP has come up huge for Japan. You want to answer back? There it is right there. Oh my goodness, was that ball crushed or what? 430"
0:15:45,at two feet one hundred fifteen miles per hour off the bat. He knew it was it was a no doubt like I like to say. Big time swing. So with that it's one to one.
0:16:0,All it takes with these sluggers is one swing and the point.
0:16:15,But back to Murakami just briefly through his first advance of the game last night. He looked like a lost soul. He was a shell of himself and he came up in that huge crowd.
0:16:30,spot late in the game delivered the game winning hit and the swing week about that as he was thinking about bunting he was situation he talked about it after the game and you know Corey Yama you got to give him credit as the manager here for Japan said no no no we know
0:16:45,I don't know what you can do with the bat we believe in you go ahead and you know it just show manager understanding the moment and the player he had at the plate. Yeah.
0:17:0,that's going to be a little bit more difficult for him to handle. He's got a lot of things outside he out out told him to not but Joe Hilton not in a mean way not in a more jealous way it's just that he's been so good for Japan he needed some protection he felt like he was the guy.
0:17:15,"that said OK I'm the one that's going to be by your side doing this whole thing. We're here in a game 7 situation. So 1 to 1, go bottom of the second."
0:17:30,to one to Yamada. Now in this badly it's three and one let's go down to JP Murakami was the dominant story in Japan last year in the pitcher who was his teammate with the cold swallows told me last year that when he walked.
0:17:45,by the newsstands he said quote more or less all the front pages are his picture well last night that came true again i'm sure and this morning mitaka morikami two-time
0:18:0,reigning Central League MVP monster power numbers 3 1 2 it is now Wednesday morning in Tokyo.
0:18:15,that you watch with a country watching the interest the passion for baseball in that country off the charts. Samurai Japan as they call this national team three and two.
0:18:30,ball Tony of course in the big leagues more comedy still playing in Japan maybe one day he'll come to Major League Baseball.
0:18:45,baseball but those are the two dominant forces in Japanese baseball with the long ball.
0:19:0,Three two and that one is driven to right field Betts will glide over and catch it for a number one. This was last night his teammates.
0:19:15,with the occult swallows in their clubhouse use the camera work. They're a little excited there. I'm sure they can't wait to see their teammate come home and celebrate an incredible moment.
0:19:30,The shortstop in eighth place hitter bottom pinky finger right hand pinky wrapped up he flips that line drive into left field that's going to be a hit to a broken finger or not. Genda gets an opposite.
0:19:45,field single and Japan has two on with one out pitch Mark DeRosa now starting to talk things over in the dugout a run across two more hits and he petted his pitching coach on the phone we may see some bullpen.
0:20:0,and activity pitch ball to the ninth place to the catcher Nakamura more for his defense but capable three four six in this world baseball classic he understands his role he's not thinking.
0:20:15,he's got a slug right here he's just thinking of put the ball in play. Who's at the top of the line up. Garcia deciding he may need him in this second inning.
0:20:30,tonight to a slow bouncer toward third it kicks foul. One thing Nakamura likes to do is pull the baseball he on top of the dish and he's doing he's looking for one thing and that's to pull the baseball.
0:20:45,and lead runner Okamoto not great speed. He's the first baseman at second. Not a real fast runner at the plate to one and got it inside to him too. That's the pitch you want to. It's uncomfortable. You have to make sure.
0:21:0,that you get it inside how you open up windows. Kelly's two to. It almost reminds me of Justin Turner. He stays more even.
0:21:15,with it a lot harder to hit that pitch inside harder 3 2 that is a ball outside he walked in and that's huge that's the ninth place hitter now the bars new park coming up and we'll see what Mark DeRosa wants to do.
0:21:30,to do I just don't know if Luke is warmed enough this could be a meeting from real Muto and company just to stall for an extra minute some more pitches.
0:21:45,and it's a great singer also just starting to get loose out there they're bringing the right matchup and loop if that's the case.
0:22:0,Looking for a double play and not necessarily looking for a strikeout coming out. So that was just to buy an extra moment and the USA manager is going to make the pitching change. It's only the second inning but this is loaded one out.
0:22:15,about who has become a hero in Japan first pitch and he squared around like he might but I think he was just taking a pitch there and Lou got the call strike one.
0:22:30,What a spot for Aaron Luke. One strike pitch. And it's strike two. That's a good strike right there and that's got sinks in.
0:22:45,that's very hard to time up if your new bar right now you're in just protection mode Kondo on deck then we would see Ohtani if Japan's rally continues. Here's the 0 2.
0:23:0,Newport breaks his back slow roller to first base Goldschmidt only plays the first and Luke just got there to get the out on the play. Okamoto comes tossed by Goldschmidt but he's so deceptive. He's so good that you get a lot of soft contact.
0:23:15,A moment when you need to double play kind of worked in the favors of Japanese hitters and the value of putting the ball in play in a two strike count to get the run home now a chance for more with Kim skate condo he takes a strike.
0:23:30,first up in Miami this is a big spot a piece it could make it four to one well off the outside.
0:23:45,He's so athletic in the box. A lot of these Japanese hitters are very athletic but he's always moving. He's always got a lot of rhythm.
0:24:0,rhythm and his low first movement and then he just continues to wiggle and takes a strike located wanted to that's a good pitch who has been missing with.
0:24:15,this fastball in the inner third to the left handers know he's got a good slider let the action work
0:24:30,Here's the one to that one is hit down the left field line foul not by much if you're Lou you want to throw that fastball you want to throw the fastball in nothing but a fastball.
0:24:45,nothing away we'll try it again
0:25:0,He did come way inside Kondo tried to hold up and did manage to hold up but the ball hit the bat foul ball. Very scary situation obviously to her team you said you've got to have guts if you're J.T. Ramone to the.
0:25:15,batter loads of bases for Ohtani and Team USA does not want that Luke was so trying to dig deep here.
0:25:30,And yet Team USA out of this big second inning jam the one to that one is popped up into center field. Mike Trout is there for a slider splitter since mid.
0:25:45,in the 90s his first pitch in this championship game to Mike Tritt his strike one the 0 1 tip and it got a piece.
0:26:0,the catcher on to Mike Trout has been relatively the state's lineup in Phoenix in pool play to get here to have a chance to win this championship. Yeah.
0:26:15,team on to the trout not close. Well there's a slider right there.
0:26:30,especially late early and late has been in on him the one to the trout and he got it swinging very new drops out of a table just a good pitch right there.
0:26:45,because that was nasty. So now Paul Goldschmidt he takes the breaking ball in the dirt for ball one. Goldschmidt struck out his first time up that was against the starter Imaniga.
0:27:0,and one on deck and then Schwarzer would follow. That one is high in the air.
0:27:15,way up there coming in hard Yoshida from left field toward the line to down a clean normal clean ending top a guy who can come in and start.
0:27:30,here in the third fresh hopefully give him a couple innings two or three innings Max and I know Merrill kept winning Aaron Luke though doing an excellent job because that could have gotten ugly for Team USA.
0:27:45,today with the top of the order up extra run after the home run ball one to Nolan Arenado he fouls it out of play it's one and one you can tell the action on that fastball today.
0:28:0,On Togo it's gotten though anything goes he's thrown that good split that good fastball in with a little ride. I would think split here. But mess with it.
0:28:15,Now you can double up on it or take the adjustments of Nolan and say hey I got to trust my fastball here but Nolan he's too smart he'll make the adjustment. So goes to one pitch.
0:28:30,Go no with especially these counts fastball counts. Here's the three one ball for inside did not throw him a fastball. It's a two hour walk. That's a clear message.
0:28:45,first on Schwerber's part of he's on deck. Hey we want to go. We want to go against you. So power forty six home run season last year for Kyle Schwerber goes after the first pitch though pops it up.
0:29:0,Will it be playable in the net just beyond the reach of the catcher Nakamura or he took a really good and all the big league baseball had more home runs last year than the guy at the plate right now.
0:29:15,one no matter where he's played
0:29:30,and he'll sit on it if it's a good pitch if it's a hanging pitch he may have the lead to one.
0:29:45,And close but called a ball Togo got the first. Trey Turner waiting hoping 3 1 Schwarzer went after a high fastball that might have been ball for.
0:30:0,He got away with a second. Almost like a right smile from Shosei Togo. Arnado is going to take off a two down. There he goes three to pitch his ball for not close.
0:30:15,back to opportunity to tie the
0:30:30,or who knows maybe much more
0:30:45,First pitch to Turner way outside and a great save by Nakamura.
0:31:0,Here's the one oh and he was caught in between right there. He's just so good at simplifying it real and this at bat.
0:31:15,The 1 1 bounces it foul wanted to mean to strike situation and he hit the grand slam against Venezuela the moment of this whole two and a half year.
0:31:30,of the tournament in a two strike you go back to that at bat for home runs in his last seven at bats.
0:31:45,Here's the one to not this time the splitter strike a pitcher Kyle Freeland immediately has to face Tony.
0:32:0,bounces a breaking ball for ball one third pitcher of the game already for Team USA bottom of the third Freeland to pitch against Great Britain through three innings in pool play back in Phoenix.
0:32:15,Got the call there it's one and one. We know one thing he is. Just. Playing for the Rockies. Tony Swington misses one or two. I talked to him earlier.
0:32:30,earlier Freeland asked how much funny leaveable tough task here's his one two off the outside to see what Ohtani said yesterday after the.
0:32:45,game about taking batting practice. He doesn't do it on the field during the big league season. He just wanted Team Mexico to see him take some swings. We'll count here three and two.
0:33:0,most particular junior. Here's three to pitch Ohtani takes.
0:33:15,Going to the swing. Was a well executed pitch now he misses inside to Yoshida.
0:33:30,apparently had quite the pregame speech Ohtani did in the locker room before the game he was the guy to get up and address team Japan.
0:33:45,"Quote on quote, let's stop admiring them. If you admire them, you can't surpass them. We came here to surpass them, to reach the top for one day. Let's just throw all that away, the admirations."
0:34:0,And just think about winning. I think that would get me going. That's ball four to Yoshida. So after Freeland struck out Otani he gives up the four pitch walk we've seen the walk.
0:34:15,It's going to be a big play for Japan these last couple of nights and now it just feels like all just a throw. We'll see Freeland to the plate and first pitch swing could be to Anderson to second one.
0:34:30,Trying to go in on him with fastballs inside see J.T. understands that it turns on one they went inside and up without it just tells me he was sitting fastball.
0:34:45,while he was sitting fastball in Togo works for the wind up and his breaking balls a little bit low it's one in one.
0:35:0,Muto had the great quote the other day and I think speaking for everybody in that dugout wanted to how could you possibly rather be in spring training than have.
0:35:15,chance to play in these games almost like the recruitment for the next World Baseball Classic has already started. Oh yeah. On to a slow roller hit foul. Mike tried already said I'm in.
0:35:30,Twenty twenty six count. For America is going to want to play next time around and he thinks the recruitment on the pitching side will be intense. Yeah. One to now one line to shortstop and caught there.
0:35:45,By Genda who had a really good fastball and a really good split especially in Turner's at bat. Here's Mullins the splitter for strike one like that one. If you strike out Trey Turner we're going to highlight you.
0:36:0,It's a little carrot for every pitcher for Japan right now the way Trey Turner's swinging. You know one Mullins pops it up and it's going to make it back into the seats or at least into the net.
0:36:15,and it's going to I think for me is the ability to get ahead of him likes to get a lot of soft contact but that that those first two pitches in the batter so crucial for Togo he lands him for strike.
0:36:30,he can go to work through the split Mullins did a good job Cedric Mullins who's really turned into a star for the Baltimore Orioles playing.
0:36:45,last night an excellent hitter called the ball knock him he came up ready to throw to two Mullins fights it off.
0:37:0,right field side but you talk defense and left field spot last night Japan was just sending one line drive after another out there. I think he bought himself another splitter here to to think that would go in on him.
0:37:15,Let's see that one flying towards left center field and it's going to be caught slicing back to Yoshida to down while looking up into the lights. But he made the catch two down. Here's Tim Anderson had to be.
0:37:30,base at his first time up swing just through the fastball. Tim breaking ball hitter. Got to be careful with Tim Anderson any breaking balls. He's going after him. Oh one he went after that one.
0:37:45,To right center field and fairly deep big part of this championship and I know the undercoming in the Dominican Republic and their lineup stacked pitching depth Venezuela a great team Puerto Rico all the history and the star.
0:38:0,power on that team but yeah. Through it all is Kyle Freeland back to work in a swing and a high fly ball left center field a deep Mullins at the wall it's gone.
0:38:15,against Oklahoma the other surprise. Past five seasons thirty plus home runs. We know the power is there.
0:38:30,in Ocamoto one hundred and sixty four home runs in that span. He got a good pitch to hit right there. Boy oh boy he did not miss it.
0:38:45,He knew he was gone as soon as he left his bat. Yamada pops it up right center field. That's calls off Mike Trout. This is not an easy home run hitter's ballpark.
0:39:0,Well you're right that was crushed. Now Genda takes a strike careful with a good push on here try to run it towards Tim Anderson. Anderson's playing deep if he can get it by the pitcher.
0:39:15,but he hit it foul off his foot so it's only two once one nothing USA now it's 3 1 Japan
0:39:30,Speaking of defense manager for Japan and Dickey Kuriyama at the play right here. So skate again. Not just the greatest shortstop right now. He called him the greatest shortstop in Japanese baseball history.
0:39:45,defensively defensively five straight Golden Glove awards was given to the best defender in his league at his position slashes that one foul and that's what Japan has always been able to do.
0:40:0,but it do mistakes they're gonna hit the right cuts they're gonna play the right defense they're gonna run the right bases they're gonna make you beat them but beat them the right way they're not gonna give you out
0:40:15,to two off the outside Correa Walsh Rojas kind of falafel. We do have measurements to get those strikes out swinging.
0:40:30,for baseball last 37 way above and be wow that's incredible and we saw it make a spectacular over the shoulder catch last night's win over the shoulder catch.
0:40:45,match that added up to give Japan a chance to come from behind and win the ninth place hitter Nakamura takes ball one one thing I've noticed all now with two heads but with one.
0:41:0,Tells you how sure they are of their hands on the ground the short are not I was going to cut it off this guy has a really good splitter gets a lot of swings and misses on the fast ball big chopper to throw.
0:41:15,third going to be a tough play the throw low and got him at first I don't know. The intentional bounce and perfect to first base team USA is going to challenge it was bank.
0:41:30,Yeah I mean these guys were great all the way around. OK. Even with the microphone not functioning we know what they're looking at and it shouldn't take long.
0:41:45,I didn't think they would take that long.
0:42:0,played by Mookie Takahashi throws and a fastball just a little bit high. There's the one oh.
0:42:15,Just outside again to look that's again good size lead over at first base. Oh and he didn't throw the fastball he threw that split.
0:42:30,the quality of pitching we're seeing here. Yeah this country trial still ahead though to one pitch on away foul to the backstop. So he followed the split with ninety seven and that's what the.
0:42:45,in the zone here's the two to and that one comes.
0:43:0,He's way inside. It's right here because anything goes it's not just a fastball count. His pitch pitches a splitter.
0:43:15,He does not and the ball is pulled foul it was that splitter the at bat goes the more advantage it leads to Mike Trout.
0:43:30,He's seen that splitter three or four times. He's seen that fastball in 97 98. He's too bitter He looks dangerous he does
0:43:45,another three to the pitch Swanson missed he got it with that nasty splitter the 20 year old in a championship game against the best hitter in the world.
0:44:0,He's been the biggest eye opener in this tournament. But. It's not over for him yet he's got to get through at least one more maybe two maybe more.  Outside with the fastball.
0:44:15,baseball and Nolan Arnauto the returning players from that championship team six years ago.
0:44:30,1 0 swings through the fastball dropped by Nakamura but. That's Stan put. We've seen some of the best hitters have very awkward swings and Mike Trout.
0:44:45,now Goldsmith and it tells you the fastball how explosive it is one and one long pause maybe
0:45:0,that helped freeze the runner Goldschmidt took a big swing fouled it back. I would think of Mookie at some point here. He's going to test it a little bit unsure right now. You got to pick the right pitches.
0:45:15,Oriental Civic Academy fans that guy has she won too through the split he found stood and was blocked to that state down and
0:45:30,and you have power at the plate. He already struck out Mike Trout. Now trying to get Goldschmidt. The 2-2. Strike three! Fetch ball frozen.
0:45:45,everything he's got with two pitches very impressive all in lengths to swing first pitcher gets a good pitch.
0:46:0,he's he's looking to pull he's looking to slug first pitch of all your take right there USA.
0:46:15,Here's his 1 0 missed outside with a fastball to it. I'm just so amazed by their delivery and how they can throw so hard and kind of pause their their follow through.
0:46:30,the first time in the world 97 98 the vicious splitter make some of the best hitters in the world look like they've looked in the city. He's a starter in Japan. He's got the stuff of a closer.
0:46:45,Here's his to own that one is lined in the left field that's a base hit for Nolan Arnauto. One hop to Yoshida Betts will stop at second. He's just so consistent.
0:47:0,consistent that is the classic Nolan Arnauto swing Takahashi on the previous bat he missed a couple of fastballs that he wanted back. They baited him with some splitters but this is a totally different.
0:47:15,different animal in Takahashi. Great chance for Schwarzer though two on two out. He takes a little bit high ball one. That's where they've gone. They've gone up.
0:47:30,up the ladder even counts more fastballs up in the zone and he's lurking in Ohtani trying to stay loose it's been a grind of a half inning.
0:47:45,Off the inside to an O. Some good takes from the USA hitters in this inning because these pitchers are these are not big misses and for a big hit.
0:48:0,And who knows maybe a big fly Don't take a shot here Here's the 2-0 In the dirt and through the splitter And it's 3-0 Well Again
0:48:15,the same situation here you get trade to he's the guy here though with two outs you know I know you've got Turner behind but it's a fastball count for ninety five percent of the time.
0:48:30,We'll see if it is here three and. Takahashi Schwerber swings three and it's a fly ball center field in the ballpark. New bar for our number three lead Japan is preparing for the late innings with one.
0:48:45,one of the best pitchers in the world top of the order here in the bottom of the fifth Japan Hardy and Lars Newport that lasted bat was one where he found a way to get another run home against a left hand.
0:49:0,reliever put the ball in play and a two strike count. At that point it made it two to one and Luke got the ground ball it's just you're throwing those sinker ball there's more than not on left handers you're going to get the soft contact a new bar hit that one hard but.
0:49:15,a pop up in the right field Mookie Betts one away and this was just a little tardy on the fastball. He's refreshed refresh refresh. He wants to see that pitch that he missed because I mean I think the point you make is an.
0:49:30,important one you really got to trust your guy 3 0 with as hot as Trey Turner has been but you trust him to swing at the right pitch 3 0 and he did I mean look we've seen him in the past this guy and.
0:49:45,at any given moment right he'll he'll change looking for and you've had the right guy I mean sure would you like to get Turner with bases loaded but it's a totally different animal of what is the good of should have would have I don't I don't mind.
0:50:0,and even just runs getting a fastball right down the middle against tough right handed pitcher strike to condo like I think you put it you've got to live with it.
0:50:15,with the result not to live with it I think if it's a seventh or eighth inning it's a little different right now why not three one pitch Condo takes ball for so that's a one hour walk with Otani coming up.
0:50:30,pitchers well at your point at thinking you're going to let this guy beat you in a championship game.
0:50:45,Well in the prior at bat Freeland really was on on the slider the cutter not too many fastballs.
0:51:0,Johnny chased one that's the first fastball he's seen from that might free Freeland up a little bit to go after him snaps a throw to first condo. He's got to be careful.
0:51:15,You got to be able to throw in and make sure it's a dangerous situation to play with.
0:51:30,here a little soft here take by Tony seemed to see that pitch pretty well.
0:51:45,the play could be fastballs back in but you've highlighted show hey he can't beat you wants that fastball again.
0:52:0,to one pitch Ohtani got jammed hits the ground ball Anderson there to make the play and throw out Ohtani and you've got to give a lot of credit to Friedman right there with Jane the slider and Freeland saying it was. I think you're right to point out it takes a little gut.
0:52:15,that's J.J. Ruto is one of the great catch a Kim off to go at the pitch you want. That's what you're supposed to do. It's you're you're the pitcher you're throwing the pitch but. I love it. I mean that that's just if it tells you anything about Freeland and who.
0:52:30,he is and the grit and desire he has to pitch for Team USA it's right there in that at bat. But now he's getting on that ground ball condo move to seconds runner in scoring position Japan already ahead three.
0:52:45,three to one she takes ball to he's he's he's looked he's seen everything we talked about it yesterday how he's it's again got to be very.
0:53:0,to be careful here with Yoshida. Kyle Freeland a check at second really a long look back there. She takes a strike. Hey there's really no break in this.
0:53:15,for China or Japan and all these guys do actually when you have that runner out there in scoring position that's when they go to work they make it very hard on the pitcher.
0:53:30,one to one foul that went back out of play they don't have the top to bottom power for Mark DeRosa if he gets out of this inning do you bring him back up for the bottom of the six and Freeland.
0:53:45,He's got a very healthy bullpen right now and starting a clean inning I would think he would go to it here's the two to she'd a topper right back to the mound Cal Freeland has it and he throws him out.
0:54:0,We saw both Darvish and Ohtani out there first pitch as low to Trey Turner. Yeah he relies a lot on off-speed pitches and. Has hit another homerun tonight his fifth of the tournament.
0:54:15,fastball got the strike and the knees one and one get enough full on three miles an hour at least to plant the seed. Yeah one.
0:54:30,one turner off the end of the bat to left field you know she got one away seen a lot of these American hitters really wanting to.
0:54:45,for the baseball if Japan plays it right.
0:55:0,pitch to real Muto is a strike. Now is it likely that they'll only have to go through those big hitters one more time the bullpen to do so. Real Muto one for two at the 
0:55:15,close one on one team USA has six hits Japan has four hits but two home runs for Japan.
0:55:30,This would be interesting to see what the plan is in terms of the timing of Shohei Ohtani and the fact that he went down there now another pitch dropped but the call made by Lance Parksdale it's one and two
0:55:45,second to last out one to just try to think along with the manager how it's going to play out.
0:56:0,It's just complicated Ohtani has not pitched in relief since twenty sixteen in any setting. So in terms of balancing his job as a hitter and also trying to find a way to get him ready to pitch it's delicate. I would I would think they would.
0:56:15,You want to give a tiny a clean inning. Yeah. I would think also will be a guy who's warming up in case if Ito gets in trouble. That would be my guess too. Maybe show hey targeted for.
0:56:30,for the seventh. Yes the seventh. It just depends how much time he needs to warm up. I mean you know most starters take a little bit longer than bullpen guys on the ground the third and picked clean by Murakami. Does he need.
0:56:45,two innings does he need an inning and a half to get ready that's that's kind of the question mark we don't really know correct and again it's just speculation for us but I'm only thinking that
0:57:0,His manager sent him out there now. So it kind of makes you think. That as opposed to saving him say for the ninth inning which was some speculation coming in. Maybe he's going to pitch a little earlier than that.
0:57:15,to see Cedric Mullins all I know is we got the next oh my goodness world baseball classic championship game tonight.
0:57:30,one and one twenty five years old very sharp two and one
0:57:45,golf Topgolf. But here he is to 1 out all it's to a 2. Oh he's got the count 1 down lift it in the Cole 부랑크
0:58:0,That's a good fastball. That would be something if he broke it out here wouldn't it. I don't think so too too. I don't either. He struck him out point ninety eight with it and they only slugged one seventy eight.
0:58:15,This is that guy who get on top of you with his fastball will finish you off with that breaking ball. Got to be careful with this guy the big big power and a breaking ball to jump ahead on one against our economy jump on first pitch heaters both times both at bats.
0:58:30,He's had tonight a home run and has grounded into a double play big shift on for more coming fastball off the outside.
0:58:45,Trey Turner's the guy who's gone out really to play shallow right field.
0:59:0,that makes me think I was wrong about the way they're trying to plot out the last few innings maybe Ohtani just want to watch the game.
0:59:15,game from a different spot maybe Kami fouls it out of play make Mark DeRosa think a little bit about using his bench again.
0:59:30,and we don't know exactly how even you Darvish is allowed to be used. I will think one thing.
0:59:45,got it that's a good change up right there. But if you're going to go with Darvish Darby fair to assume. Come on and we'll keep our eyes out there.
1:0:0,that team Japan bullpen. Meanwhile Okamoto who has hit a home run in this championship game he's two for two he scored two of the three runs so he's having a big night takes the breaking ball for a strike.
1:0:15,He's had a great career in Japan five seasons with 30 plus home runs. We know about the power The old one Go no
1:0:30,the one one that one is hit
1:0:45,It's going to slice though and make it back into the seats.
1:1:0,teams Marquez and Champ and Champ to Chad see if they can inspire Volcano here's the 1 2
1:1:15,strikeout with the breaking ball that's a good slider right there fastball though finished him off with a slider so two outs Jason Adams come into this game looks great. That's a suit.
1:1:30,Oh Yamada veteran player fastball high ball one something about his leg kick though man.
